code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover,myProfit,label1
600673,东阳光科,铝,广东,39.54,24.57,24.69,1251651.0,491206.75,414112.81,13901.63,0.06,0.131,1.62,4.27,19930917,128009.05,0.52,42.69,359.31,19.12,5.97,100943.0,6.6,7.0,6.89,6.56,369465.22,0.02,0.29,7.13,7.23,6.931,530497.66,469728.45,437138.37,1.5,0.3,True
600376,首开股份,区域地产,北京,20.32,25.46,25.8,23276264.0,21372392.0,72309.96,766312.81,2.97,0.27,7.98,1.2,20010312,849065.13,3.29,-13.22,-24.24,30.28,6.02,53364.0,10.14,10.21,10.19,10.1,16030.94,0.05,0.49,10.172,10.21,10.422,25640.79,32708.72,33637.21,0.06,0.3,True
002383,合众思壮,通信设备,北京,164.62,4.72,7.43,718785.56,434266.69,54626.95,235814.3,3.17,0.17,4.81,4.37,20100402,38432.43,0.52,71.13,525.86,46.08,7.29,38036.0,18.18,18.98,18.91,18.02,129020.03,0.92,5.11,18.872,19.29,18.156,157242.95,201369.82,188673.88,2.73,0.29,True
002545,东方铁塔,钢加工,山东,63.23,3.62,13.16,1060732.13,225141.3,210755.09,454167.19,3.45,0.103,5.28,1.64,20110211,77423.92,0.59,28.99,68.35,32.35,9.89,30345.0,8.3,8.48,8.45,8.23,78059.0,0.23,2.8,8.23,8.504,8.968,73727.13,69815.9,64358.22,2.16,0.29,True
002515,金字火腿,食品,浙江,47.99,6.16,9.78,222761.25,117584.26,43451.48,18090.45,0.18,0.136,1.53,5.7,20101203,30108.3,0.31,146.7,537.34,53.68,45.78,40763.0,8.17,8.55,8.45,8.17,59026.36,0.35,4.32,8.438,8.639,8.895,39562.07,39672.22,42606.89,0.96,0.29,True
000756,新华制药,化学制药,山东,30.9,3.07,4.78,516869.09,196037.45,210585.7,51309.23,1.07,0.38,4.82,3.1,19970806,83104.93,1.74,16.0,94.74,27.12,5.03,19452.0,13.88,14.2,14.18,13.88,64883.58,0.3,2.16,13.87,14.371,15.468,61674.01,63432.32,66789.18,2.11,0.29,True
601212,白银有色,铜,甘肃,148.26,6.98,69.73,4501935.0,2356501.25,534925.63,368547.13,0.53,0.033,1.44,4.51,20170215,294790.91,0.42,1.94,1.71,3.26,0.47,220608.0,6.65,6.75,6.72,6.64,129514.14,0.07,1.05,6.896,7.551,8.204,218115.21,313575.05,332874.9,1.86,0.29,True
300267,尔康制药,化学制药,湖南,18.51,11.63,20.63,623371.5,297663.0,178455.13,95699.75,0.46,0.269,2.75,2.42,20110927,252699.25,1.23,19.76,-23.21,37.18,24.45,15993.0,7.52,7.69,7.52,7.52,629092.0,-0.83,-9.94,9.388,11.223,12.155,177861.5,111306.93,78924.58,5.41,0.29,True
600618,氯碱化工,化工原料,上海,15.72,7.5,11.56,481418.06,169481.97,185205.19,167427.09,1.45,0.521,2.2,4.97,19921113,-31879.7,-0.28,7.82,1399.76,12.84,11.12,87005.0,11.2,11.36,11.33,11.01,45312.38,0.13,1.16,11.684,12.304,12.542,66135.33,74868.31,80833.97,0.6,0.29,True
603088,宁波精达,专用机械,浙江,117.0,0.8,0.8,72430.8,43160.64,18095.28,23585.03,2.95,0.271,6.03,7.0,20141111,14183.8,1.77,36.63,2.86,34.57,9.52,4640.0,41.32,42.38,42.37,41.32,6276.0,0.01,0.02,42.782,43.05,43.411,7498.88,7869.95,7192.45,0.78,0.29,True
000752,西藏发展,啤酒,西藏,261.08,2.64,2.64,145883.22,72880.86,14284.8,2405.95,0.09,0.037,2.99,4.28,19970625,45004.3,1.71,-1.13,124.48,28.35,3.68,40886.0,12.9,13.22,13.14,12.66,10596.0,0.23,1.78,13.01,13.034,13.399,12041.0,14210.09,14649.33,0.4,0.29,True
000791,甘肃电投,水力发电,甘肃,24.85,9.71,9.71,1911635.75,171239.77,1520090.13,370437.81,3.81,0.244,5.68,1.42,19971014,75389.65,0.78,12.88,3409.25,45.91,16.88,59888.0,7.68,7.84,7.82,7.64,82196.0,0.13,1.69,7.992,8.412,8.805,125124.66,201864.28,201060.11,0.85,0.28,True
600997,开滦股份,煤炭开采,河北,22.19,12.35,15.88,2340935.0,1004064.88,945103.38,256677.59,1.62,0.206,5.78,1.06,20040602,382132.13,2.41,84.99,60.63,9.91,2.31,64475.0,5.94,6.14,6.11,5.85,194053.16,0.16,2.69,5.954,5.937,6.165,185099.89,156289.83,128183.92,1.57,0.28,True
300391,康跃科技,机械基件,山东,37.22,0.62,1.98,179953.69,73818.61,34209.55,54515.36,2.75,0.29,4.65,2.88,20140801,16343.2,0.82,191.61,1109.11,30.04,10.69,10799.0,14.0,14.41,14.39,14.0,5568.0,0.39,2.79,14.33,14.73,15.58,6732.71,7431.0,7073.47,0.9,0.28,True
002068,黑猫股份,化工原料,江西,18.78,6.07,7.27,681632.25,343183.78,273237.28,140566.52,1.93,0.439,4.15,2.65,20060915,80366.71,1.11,53.42,7728.78,18.86,6.76,39908.0,10.39,10.62,10.58,10.2,224931.95,0.19,1.83,10.432,10.389,10.668,139783.72,141022.08,154344.83,3.71,0.28,True
601113,华鼎股份,化纤,浙江,146.07,6.4,8.33,467378.19,274097.41,142972.63,149112.27,1.79,0.07,3.33,4.08,20110509,39254.75,0.47,43.16,102.33,10.24,2.9,12245.0,12.88,13.16,13.09,12.71,32748.93,0.33,2.59,12.702,12.873,12.746,25380.0,34284.34,42738.68,0.51,0.28,True
002149,西部材料,小金属,陕西,87.5,4.25,4.25,385303.66,207073.13,123165.51,126198.5,2.97,0.084,4.13,2.37,20070810,2563.66,0.06,9.71,322.68,20.67,3.55,38575.0,10.26,10.5,10.46,10.24,37322.46,0.18,1.75,10.344,10.552,10.967,42579.57,47999.43,53575.57,0.88,0.28,True
002247,帝龙文化,装修装饰,浙江,24.69,5.24,8.51,554440.06,196155.92,33738.57,302143.97,3.55,0.398,5.68,2.3,20080612,91395.47,1.07,73.16,31.29,27.39,17.17,12061.0,13.5,13.82,13.81,13.31,43417.76,0.21,1.54,13.598,13.024,13.573,56019.76,69715.2,65360.02,0.83,0.28,True
300505,川金诺,化工原料,云南,65.51,0.38,0.93,83854.4,49796.35,21582.57,27733.4,2.97,0.417,6.92,5.26,20160315,24167.92,2.59,14.26,-11.15,30.55,6.87,19194.0,34.65,35.58,35.56,34.65,11830.66,0.76,2.18,35.38,36.635,39.843,14116.82,20277.86,29800.47,3.12,0.28,True
603959,百利科技,建筑施工,湖南,85.39,1.06,2.24,217624.7,189200.81,4658.41,27004.78,1.21,0.26,4.05,7.31,20160517,37487.12,1.67,30.08,11.52,33.15,13.61,17819.0,29.71,30.35,29.29,29.2,8704.0,-0.42,-1.41,29.878,29.491,31.022,8575.91,13355.87,15026.67,0.82,0.27,True
603258,电魂网络,互联网,浙江,42.4,0.67,2.4,185010.31,140803.42,1584.66,83082.92,3.46,0.594,6.63,5.07,20161026,40471.18,1.69,-3.28,-27.88,92.21,39.28,30208.0,33.55,33.85,33.78,33.22,6363.1,0.61,1.84,33.58,34.203,36.182,7776.58,9242.74,11728.09,0.95,0.27,True
000678,襄阳轴承,机械基件,湖北,392.64,4.29,4.6,269667.38,107764.72,102053.55,77028.1,1.68,0.015,2.7,2.99,19970106,-6264.18,-0.14,7.78,320.58,12.09,0.6,39359.0,7.75,7.78,7.75,7.63,9129.27,0.11,1.44,7.72,7.793,7.895,10277.01,13541.43,16034.28,0.21,0.27,True
300522,世名科技,染料涂料,江苏,40.7,0.52,1.2,63106.51,42822.96,14533.32,23136.21,1.93,0.397,4.86,4.44,20160705,20383.96,1.7,3.75,-9.46,44.32,21.7,15112.0,22.33,22.68,22.5,22.22,6444.4,0.28,1.26,22.396,23.101,25.009,11261.64,11693.3,12987.7,1.24,0.27,True
002057,中钢天源,元器件,安徽,29.57,1.99,2.57,153585.77,105594.5,32316.58,66124.96,2.58,0.36,4.67,2.81,20060802,24545.28,0.96,31.58,82.54,26.74,9.93,20645.0,12.15,12.33,12.31,11.95,28449.43,0.16,1.32,12.28,12.516,13.039,28793.16,30428.15,29289.2,1.43,0.27,True
600115,东方航空,空运,上海,10.36,98.08,144.68,22365200.0,1882100.0,15986499.0,2676000.0,1.85,0.547,3.77,2.0,19971105,1565400.0,1.08,2.78,18.24,15.3,10.21,275947.0,7.23,7.37,7.34,7.17,875670.31,0.09,1.24,7.362,7.16,6.977,1801995.71,1564910.51,1101924.47,0.89,0.27,True
002072,凯瑞德,纺织,山东,796.28,1.76,1.76,70754.61,47257.37,284.57,19168.22,1.09,0.027,0.57,50.54,20061018,-30528.89,-1.73,602.58,-85.34,38.31,6.14,8683.0,30.09,30.2,29.77,29.75,16518.0,-0.32,-1.06,29.952,30.139,30.431,23820.27,27270.79,23412.8,0.94,0.27,True
000672,上峰水泥,水泥,甘肃,13.4,8.14,8.14,624103.44,265314.13,227190.45,-97110.06,-1.19,0.56,2.32,4.3,19961218,180510.67,2.22,37.93,456.55,32.35,15.5,85657.0,8.86,9.16,9.11,8.75,175714.31,0.28,3.17,8.846,9.132,9.618,114717.53,136636.23,144184.82,2.16,0.27,True
002584,西陇科学,化工原料,广东,125.85,2.88,5.85,239829.2,148166.88,55408.53,67808.85,1.16,0.108,2.87,6.31,20110602,44541.8,0.76,36.9,-23.54,13.37,2.64,17985.0,17.11,17.36,17.34,16.81,193945.0,0.23,1.34,16.9,16.66,16.339,181168.25,139713.37,112536.17,6.73,0.27,True
600125,铁龙物流,铁路,辽宁,37.24,13.06,13.06,889293.69,530281.25,283367.5,15779.55,0.12,0.213,3.99,2.65,19980511,322432.47,2.47,79.16,44.06,5.95,3.25,139383.0,9.75,9.93,9.91,9.74,154934.86,0.1,1.02,9.958,10.068,10.591,296469.99,289111.72,300235.12,1.19,0.27,True
002319,乐通股份,染料涂料,广东,199.47,2.0,2.0,111378.36,35708.64,45983.12,10375.15,0.52,0.06,2.47,6.42,20091211,13801.7,0.69,1.5,143.41,26.38,2.93,20813.0,16.17,16.59,16.32,16.17,24809.61,0.05,0.31,16.536,16.053,15.811,45438.35,34088.12,24985.24,1.24,0.27,True
000996,中国中期,公路,北京,136.88,3.45,3.45,69255.53,18433.52,406.26,15167.87,0.44,0.081,1.85,7.99,20000718,10495.82,0.3,-43.12,83.35,15.92,73.38,49801.0,14.73,15.53,15.48,14.63,251324.14,0.78,5.31,14.74,14.445,14.399,189611.38,148593.1,129694.67,7.28,0.27,True
603021,山东华鹏,玻璃,山东,69.39,2.08,3.2,304230.84,93158.56,96032.95,60313.61,1.89,0.108,4.23,2.36,20150423,40593.07,1.27,7.14,-29.21,29.29,6.19,17685.0,10.41,11.0,10.52,10.41,77019.92,-1.05,-9.07,12.314,12.786,12.48,48750.81,57169.97,38000.35,3.71,0.27,True
300249,依米康,专用机械,四川,74.17,2.78,4.46,233901.0,166317.41,16291.74,4837.99,0.11,0.081,1.56,5.16,20110803,18101.06,0.41,0.14,66.58,30.98,6.09,6949.0,9.99,10.0,9.76,9.56,35642.0,-0.19,-1.91,10.4,10.905,11.312,24296.99,22840.14,17026.67,1.28,0.27,True
600773,西藏城投,区域地产,西藏,115.68,7.29,7.29,1026113.63,917462.13,48859.12,164551.23,2.26,0.07,4.37,2.6,19961108,72007.67,0.99,-61.0,21.06,23.85,7.2,63692.0,11.19,11.58,11.48,11.16,97248.65,0.16,1.41,11.384,11.438,12.01,123044.46,118390.18,114962.73,1.33,0.27,True
600499,科达洁能,专用机械,广东,29.24,14.11,15.77,1078121.38,616382.0,196408.84,11442.1,0.07,0.29,2.96,3.38,20021010,236591.02,1.5,14.94,12.61,21.43,10.25,50647.0,11.05,11.15,11.14,10.72,248123.31,0.13,1.18,11.16,11.207,12.473,338635.24,470323.53,601906.83,1.76,0.26,True
002043,兔 宝 宝,其他建材,浙江,29.63,7.16,8.62,254564.45,171610.95,23015.89,60469.76,0.7,0.31,2.11,5.63,20050510,47799.0,0.55,64.85,46.01,17.16,8.8,72461.0,10.65,10.84,10.74,10.52,141504.83,0.05,0.47,10.348,10.472,10.866,127103.25,117682.14,114095.62,1.98,0.26,True
300324,旋极信息,软件服务,北京,47.15,6.78,11.72,760067.0,458253.81,37934.87,329051.91,2.81,0.243,4.3,3.55,20120608,81198.55,0.69,74.16,42.01,45.98,14.31,24651.0,13.06,14.3,14.3,12.97,126953.2,1.3,10.0,14.248,14.409,14.64,75464.06,85758.58,67540.05,2.05,0.26,True
600966,博汇纸业,造纸,山东,9.73,13.37,13.37,1296678.38,631731.69,486912.25,133432.95,1.0,0.456,3.53,1.68,20040608,184895.31,1.38,19.69,469.6,24.0,9.63,88987.0,5.51,5.73,5.72,5.5,179106.2,0.2,3.62,5.598,5.7,5.876,164455.82,186094.97,215867.06,1.34,0.26,True
600508,上海能源,煤炭开采,上海,10.49,7.23,7.23,1423085.38,298966.91,535548.63,91517.17,1.27,0.86,12.53,0.96,20010829,682193.0,9.44,33.73,108.54,38.38,12.99,48944.0,12.17,12.42,12.36,12.15,29515.74,0.19,1.56,12.246,12.49,12.711,38217.28,55190.81,57781.13,0.41,0.26,True
002413,雷科防务,通信设备,江苏,113.92,7.68,11.03,401528.34,196808.06,7916.31,194269.66,1.76,0.069,3.23,3.25,20100528,45693.07,0.41,52.77,18.47,50.33,16.83,52603.0,9.59,9.9,9.73,9.51,103946.93,0.12,1.25,9.566,9.931,10.363,122442.15,117923.39,78158.96,1.35,0.25,True
002208,合肥城建,区域地产,安徽,102.71,3.19,3.2,1160278.0,1148314.0,6756.07,29001.14,0.91,0.069,5.1,1.85,20080128,74377.09,2.32,-18.72,-66.96,26.76,1.64,34015.0,9.88,9.98,9.96,9.85,8570.01,0.08,0.81,9.996,10.215,10.598,12314.84,16417.48,21711.51,0.27,0.25,True
000597,东北制药,化学制药,辽宁,54.65,4.73,4.75,1029194.69,538619.0,306536.72,177761.06,3.75,0.168,5.04,2.43,19960523,4001.33,0.08,12.22,1213.91,35.8,1.91,36553.0,12.24,12.56,12.56,12.03,111620.37,0.18,1.45,12.354,12.136,12.127,178239.66,137120.49,123893.72,2.36,0.25,True
002118,紫鑫药业,中成药,吉林,48.66,10.25,12.81,830483.5,611724.13,116287.13,151690.27,1.18,0.124,3.05,2.64,20070302,101869.63,0.8,32.99,111.23,75.71,21.18,54271.0,8.25,8.7,8.61,8.11,385729.12,0.68,8.57,8.206,8.091,7.67,284898.8,316160.56,289232.96,3.76,0.25,True
600521,华海药业,化学制药,浙江,46.95,10.27,10.42,775137.19,401272.69,204658.95,121090.38,1.16,0.466,4.51,6.47,20030304,211902.77,2.03,20.11,25.94,55.21,13.83,18748.0,23.4,24.07,23.74,23.4,35852.01,0.28,1.19,24.026,24.654,24.695,49651.41,66681.37,80625.18,0.35,0.25,True
300427,红相电力,电气设备,福建,149.19,1.0,3.53,324683.09,171954.56,22220.24,109836.57,3.12,0.09,5.09,2.75,20150217,30871.25,0.88,22.93,73.94,45.4,10.09,20893.0,13.8,14.05,13.96,13.58,18022.0,0.11,0.79,14.244,14.483,15.346,33388.47,37550.4,29963.02,1.81,0.25,True
300388,国祯环保,环境保护,安徽,51.62,2.99,3.06,671890.81,222004.25,22302.25,79484.55,2.6,0.33,5.55,4.06,20140801,62282.6,2.04,57.39,28.24,28.36,7.0,25806.0,20.5,20.95,20.88,20.5,15457.32,0.16,0.77,21.35,21.156,21.018,42992.64,31678.53,29226.01,0.51,0.25,True
002267,陕天然气,供气供热,陕西,27.15,11.12,11.12,1044655.88,176900.77,683564.94,128990.01,1.16,0.233,4.91,1.72,20080813,241300.95,2.17,7.29,-37.31,9.87,4.81,34953.0,7.92,7.94,7.91,7.87,21535.0,0.06,0.76,7.932,7.985,8.12,22790.86,22977.24,23557.86,0.19,0.25,True
600714,金瑞矿业,煤炭开采,青海,230.06,2.85,2.88,66178.27,31713.39,8735.55,30016.33,1.04,0.031,2.08,4.62,19960606,-1808.48,-0.06,-45.37,-90.77,16.19,15.24,22603.0,9.69,9.82,9.8,9.65,14289.31,0.09,0.93,9.7,9.896,10.405,14712.26,17617.81,34850.92,0.51,0.25,True
002560,通达股份,电气设备,河南,198.19,2.75,4.29,251777.22,139461.59,25431.01,70539.8,1.64,0.025,3.5,1.86,20110303,36524.92,0.85,0.47,-84.65,8.55,0.9,37289.0,6.72,6.97,6.89,6.67,22792.0,0.17,2.53,6.758,6.824,7.147,18499.62,26661.18,27600.27,0.83,0.25,True
002459,天业通联,工程机械,河北,656.27,3.87,3.89,139256.81,97161.81,34678.12,167438.84,4.31,0.014,3.19,3.76,20100810,-85409.1,-2.2,-11.8,-50.74,18.57,2.66,25304.0,11.64,12.06,11.98,11.64,39992.0,0.16,1.35,12.404,12.817,13.0,25035.3,27035.17,22494.87,1.83,0.25,True
603393,新天然气,供气供热,新疆,30.81,0.96,1.6,213073.42,144206.77,54217.78,117074.22,7.32,0.958,11.45,3.44,20160912,37921.87,2.37,9.96,28.14,30.56,24.33,23683.0,35.08,35.75,35.72,35.08,7280.42,0.73,2.09,35.282,35.627,36.733,5612.61,7398.43,11459.9,0.76,0.25,True
002359,北讯集团,钢加工,山东,120.87,7.08,10.87,1062083.5,193455.77,265848.91,475903.34,4.38,0.27,5.54,3.95,20100210,14465.6,0.13,136.57,389.35,31.22,10.31,8109.0,21.11,22.41,22.41,21.11,49159.17,1.07,5.01,21.226,21.319,21.727,57221.25,39423.24,30245.71,0.69,0.25,True
300054,鼎龙股份,化工原料,湖北,38.51,6.65,9.61,397465.5,226564.66,47543.53,171258.67,1.78,0.236,3.61,3.37,20100211,77185.9,0.8,35.41,30.84,36.67,18.24,17874.0,10.59,11.15,11.03,10.55,162070.94,0.58,5.55,11.1,11.399,10.964,140951.92,158776.84,159304.4,2.44,0.25,True
600567,山鹰纸业,造纸,安徽,10.4,45.51,45.51,2342805.75,947780.63,975940.19,430076.19,0.94,0.314,2.14,2.04,20011218,199647.77,0.44,46.26,591.15,23.14,11.55,233447.0,4.22,4.35,4.34,4.21,436810.94,0.11,2.6,4.308,4.377,4.497,386219.38,454837.27,534634.09,0.96,0.25,True
000609,绵石投资,区域地产,北京,19.84,2.69,2.99,176315.77,152895.02,758.62,8702.03,0.29,0.42,5.21,2.08,19961010,107682.07,3.6,3836.63,-2.11,31.2,50.95,24151.0,10.82,10.88,10.87,10.71,20636.05,0.09,0.83,10.972,11.244,11.882,26990.83,21945.45,24061.54,0.77,0.25,True
002722,金轮股份,纺织机械,江苏,41.37,0.87,1.75,258335.59,149728.13,28147.71,111009.1,6.33,0.536,9.88,2.99,20140128,39624.39,2.26,16.12,-6.0,19.85,6.2,38292.0,26.96,27.68,27.6,26.88,41799.11,0.64,2.37,29.262,31.143,32.129,77426.19,95846.06,90895.43,4.82,0.24,True
002601,龙蟒佰利,化工原料,河南,12.6,6.72,20.32,2045190.63,638474.63,593624.5,972450.0,4.79,0.96,6.6,2.41,20110715,202407.69,1.0,271.71,1507.54,45.89,25.43,63630.0,15.56,16.05,16.05,15.55,114858.31,0.5,3.21,15.606,15.688,16.205,88431.4,96043.1,113096.41,1.71,0.24,True
603345,安井食品,食品,福建,27.35,0.54,2.16,294792.78,162606.56,96741.36,59512.8,2.75,0.68,7.55,3.11,20170222,77038.5,3.57,16.57,9.23,25.86,5.7,26060.0,23.58,24.51,24.19,23.58,15253.9,0.61,2.59,23.842,24.682,26.51,20038.79,24510.54,36280.56,2.82,0.24,True
300314,戴维医疗,医疗保健,浙江,58.69,1.89,2.88,85160.25,50522.89,22282.18,17553.43,0.61,0.174,2.71,5.03,20120508,27732.1,0.96,21.95,6.12,52.74,23.62,31118.0,13.37,13.67,13.65,13.37,9605.25,0.27,2.02,13.482,13.756,14.341,11157.77,15175.03,17968.04,0.51,0.24,True
002493,荣盛石化,化纤,浙江,26.91,34.17,38.16,5678308.0,2463902.5,1979642.75,366818.72,0.96,0.407,3.63,4.03,20101102,618261.31,1.62,66.72,26.59,5.92,2.97,19990.0,11.9,13.1,13.1,11.75,459923.72,1.19,9.99,11.914,11.596,10.765,255828.84,316872.38,196104.82,1.35,0.24,True
600980,北矿科技,元器件,北京,56.47,1.43,1.52,79929.63,54071.98,19102.68,27358.99,1.8,0.203,3.62,4.22,20040512,9074.26,0.6,49.59,70.77,29.79,9.46,27900.0,15.89,16.04,16.02,15.58,27972.68,0.1,0.63,15.954,16.037,16.68,27578.96,22749.47,22020.43,1.95,0.24,True
600379,宝光股份,电气设备,陕西,55.91,2.36,2.36,76108.15,52143.46,19776.14,763.87,0.03,0.146,2.1,5.19,20020116,21929.84,0.93,12.59,-15.44,22.28,5.74,16574.0,10.85,11.23,11.12,10.85,9768.96,0.2,1.83,11.198,11.38,11.653,12094.75,13935.24,19497.71,0.41,0.24,True
000877,天山股份,水泥,新疆,25.84,8.8,10.49,1884866.0,421904.41,1301246.5,308310.03,2.94,0.36,7.12,1.45,19990107,182483.36,1.74,36.31,7151.33,25.59,6.24,144873.0,10.55,11.4,11.25,10.35,532880.75,0.71,6.74,10.39,10.499,10.978,241179.26,201329.65,175675.35,6.05,0.24,True
002408,齐翔腾达,化工原料,山东,31.65,16.76,17.75,950935.31,340741.75,357723.53,217425.8,1.22,0.323,3.59,3.8,20100518,214022.84,1.21,253.51,126.64,9.69,4.48,33008.0,11.97,12.16,12.09,11.97,42156.63,0.11,0.92,12.196,12.349,12.373,90956.08,89725.05,93690.38,0.25,0.24,True
002071,长城影视,影视音像,江苏,37.13,5.15,5.25,342529.56,182275.19,10600.42,-55123.96,-1.05,0.213,1.24,8.49,20061012,67822.96,1.29,-16.64,1.28,28.86,15.4,41268.0,9.0,9.25,9.23,8.9,56803.8,0.19,2.1,9.152,9.298,9.704,64577.83,81445.95,63816.54,1.1,0.24,True
601500,通用股份,汽车配件,江苏,51.64,1.75,7.27,389710.97,208154.38,131319.77,74228.81,1.02,0.148,3.52,2.89,20160919,94617.17,1.3,14.7,-18.82,14.99,3.91,71583.0,9.66,9.82,9.8,9.58,19972.24,0.18,1.87,9.786,10.196,10.926,21230.08,26017.44,25939.65,1.14,0.24,True
603608,天创时尚,服饰,广东,25.59,1.27,3.96,194063.06,132673.81,29363.95,75564.84,1.91,0.36,3.97,3.03,20160218,41318.93,1.04,10.72,67.19,58.53,11.58,29185.0,10.45,10.95,10.88,10.38,29453.1,0.5,4.82,10.624,11.135,12.114,18397.27,21404.39,39282.22,2.31,0.24,True
000582,北部湾港,港口,广西,20.6,2.63,12.4,1312614.0,307891.53,770530.31,245982.27,1.98,0.41,5.36,1.81,19951102,259272.47,2.09,6.05,12.45,37.63,19.24,36926.0,10.46,10.65,10.57,10.42,36245.22,0.15,1.44,10.54,11.048,12.245,44046.11,74176.13,149695.81,1.38,0.24,True
601101,昊华能源,煤炭开采,北京,11.28,12.0,12.0,2033147.75,342893.38,558562.19,323487.13,2.7,0.524,6.06,1.3,20100331,190061.38,1.58,50.08,643.64,41.17,13.97,56782.0,7.86,8.2,8.17,7.79,153100.09,0.24,3.03,7.934,7.921,8.17,140649.86,131814.82,131340.48,1.28,0.24,True
002641,永高股份,塑料,浙江,29.42,8.95,11.23,457488.06,232942.55,175566.56,63772.4,0.57,0.116,2.34,1.94,20111208,67503.11,0.6,25.12,-39.83,22.94,4.04,32011.0,4.43,4.67,4.67,4.42,29935.36,0.24,5.42,4.5,4.587,4.783,16061.88,16819.71,17349.29,0.33,0.24,True
600322,天房发展,区域地产,天津,29.38,11.06,11.06,3757897.25,3573770.0,9590.17,220524.2,1.99,0.164,3.93,1.64,20010910,73791.96,0.67,63.05,167.34,26.48,6.24,76002.0,6.66,6.77,6.76,6.59,48188.2,0.07,1.05,6.752,6.865,6.708,60159.22,111252.47,108702.15,0.44,0.24,True
002399,海普瑞,化学制药,深圳,306.27,12.47,12.47,1312358.5,647713.25,84794.46,421657.19,3.38,0.042,6.04,2.85,20100506,132657.56,1.06,8.84,-82.7,23.07,2.94,24719.0,16.65,17.0,17.0,16.58,12273.79,0.34,2.04,16.944,16.908,16.54,14751.86,22144.71,19907.83,0.1,0.24,True
603568,伟明环保,环境保护,浙江,28.73,1.31,6.87,380894.78,112097.67,9052.07,26854.26,0.39,0.55,3.28,6.43,20150528,119457.02,1.74,40.9,47.26,65.12,52.35,21688.0,20.29,20.64,20.61,20.29,8096.92,0.18,0.88,20.388,20.815,21.58,13372.68,19022.94,19988.55,0.62,0.24,True
300411,金盾股份,专用机械,浙江,203.93,0.61,2.64,95288.15,72659.68,18519.82,20002.81,0.76,0.22,3.8,9.51,20141231,22490.67,0.85,-7.28,2.49,39.16,14.81,8899.0,35.51,35.77,35.53,35.48,1350.0,-0.05,-0.14,35.54,35.699,36.324,3617.15,4157.01,4299.05,0.22,0.24,True
002311,海大集团,饲料,广东,23.23,15.29,15.76,1269967.25,714987.69,347979.41,180886.77,1.15,0.729,4.03,5.61,20091127,300096.84,1.9,32.69,30.61,10.97,4.34,13835.0,19.83,20.5,20.39,19.67,60070.54,0.58,2.93,20.816,21.162,20.496,67341.47,75279.51,63653.42,0.39,0.23,True
002088,鲁阳节能,矿物制品,山东,24.97,2.09,3.51,229246.77,124612.3,64070.21,42096.57,1.2,0.396,5.13,2.57,20061130,88785.93,2.53,34.13,117.65,35.95,12.54,13464.0,12.12,12.27,12.22,12.08,27914.77,0.1,0.82,12.278,12.828,13.526,31065.49,43884.83,50131.0,1.33,0.23,True
603636,南威软件,软件服务,福建,101.38,1.73,4.07,156533.27,114671.32,11429.46,17660.15,0.43,0.08,2.25,4.92,20141230,34563.55,0.85,30.12,39.49,36.99,9.83,35000.0,10.64,11.39,11.39,10.61,167880.95,1.04,10.05,10.742,10.859,11.142,54623.84,41988.36,37975.71,9.85,0.23,True
600604,市北高新,园区开发,上海,125.98,10.43,18.73,1305534.13,895137.38,3074.95,308326.44,1.65,0.044,3.07,2.39,19920327,74942.3,0.4,-45.09,-50.16,34.84,13.87,97509.0,7.14,7.14,7.13,7.01,110982.44,0.06,0.85,7.27,7.571,8.008,130432.7,145362.38,163959.4,1.06,0.23,True
000528,柳 工,工程机械,广西,24.41,11.25,11.25,2107596.5,1351515.38,238478.92,352074.09,3.13,0.249,8.05,1.0,19931118,378788.06,3.37,61.49,4346.41,23.16,3.44,77628.0,7.71,7.88,7.85,7.71,75816.45,0.11,1.42,7.786,7.846,8.026,97784.81,100192.13,137998.42,0.67,0.23,True
300338,开元股份,电器仪表,湖南,50.61,1.69,3.4,275259.0,92496.05,27500.2,144339.0,4.25,0.35,6.06,3.58,20120726,24821.0,0.73,184.21,1482.6,67.63,18.68,5231.0,20.38,20.73,20.6,20.05,10549.21,0.59,2.95,20.268,20.432,21.374,12920.82,15535.28,14946.62,0.62,0.23,True
002009,天奇股份,工程机械,江苏,60.86,2.81,3.71,490697.94,332461.22,96266.47,91473.63,2.47,0.215,5.32,3.27,20040629,62233.55,1.68,10.34,21.14,25.8,4.57,30405.0,17.01,17.62,17.52,17.01,25579.05,0.52,3.06,17.356,17.694,16.972,43091.16,83504.9,75486.8,0.91,0.23,True
300428,四通新材,铝,河北,49.98,0.62,2.42,91580.68,54770.67,14961.65,13180.1,0.54,0.292,2.81,6.92,20150319,25711.85,1.06,30.34,40.04,11.54,8.75,20684.0,20.0,20.35,19.78,19.43,83788.82,0.75,3.94,18.162,18.298,19.246,29414.04,24081.95,19541.68,13.43,0.23,True
000957,中通客车,汽车整车,山东,39.57,4.77,5.93,1080451.13,906956.63,114746.15,47752.87,0.81,0.206,4.58,2.37,20000113,141934.05,2.39,-22.68,-73.22,14.45,2.71,71560.0,10.66,10.85,10.85,10.66,45830.28,0.2,1.88,10.694,10.868,11.603,59122.22,71236.85,87427.2,0.96,0.23,True
